date,e0,e_end,plan_cost,adj_purchase_cost,breach_cost,uplift_cost,adj_cost,em_cost,total_cost,plan_kWh,adj_kWh,dev_kWh,over_kWh,under_kWh,em_kWh,curt_kWh
2025-07-05,1200.0,1200.0,19250.40777197769,21233.70571579784,0.0,991.6489719100749,991.6489719100749,18031.622798647808,40256.977486355725,35173.949797208494,36904.68388157239,1730.7340843638904,1730.7340843638904,0.0,4698.672388372222,10363.689966666665
2025-07-06,1200.0,1233.8625297685194,58444.65261630677,63965.31656925877,0.0,2760.3319764760045,2760.3319764760045,3676.9724862103594,70402.62103194513,77456.13582224621,85446.5011638131,7990.365341566876,7990.365341566876,0.0,600.4199336222215,1891.2561840054889
2025-07-07,1233.8625297685194,1759.4508935185177,60940.92708001453,60510.51208267267,362.77133537312784,147.5638367022009,510.3351720753287,269.6424096704172,61290.48966441842,82086.45924873112,81284.15541440294,1455.0620361999331,326.3791009358715,1128.6829352640616,32.040185000000065,3579.211273374138
2025-07-08,1759.4508935185177,1721.0162196574079,62437.41923403183,61229.84169859342,1061.7225916890566,457.93382396984225,1519.6564156588988,318.41612124624857,63067.91423549857,84371.8028596574,81837.44138921707,4335.994669162546,900.8165993611119,3435.1780698014345,37.27096333333316,2166.648918837448
2025-07-09,1721.0162196574079,1977.4555872222197,62572.74093605737,59841.199383227395,1612.357428449152,246.58665203416587,1858.9440804833177,412.36226033333435,62112.50572404405,85228.03069088723,80704.63976833675,5356.197189217148,416.40313333333233,4939.794055883815,47.35441666666679,2471.3953881687185
2025-07-10,1977.4555872222197,1896.9851316821034,57873.361771131305,58098.58571650096,349.41775014432176,462.02972282914794,811.4474729734698,602.4228851891655,59512.45607466359,77422.1734374074,77758.95939140112,2662.1374170184245,1499.461685506074,1162.6757315123507,70.62322249999988,1032.3799108264652
2025-07-11,1896.9851316821034,1216.344075,21807.14673899118,22142.067908648074,365.5818321551386,533.0424169835842,898.6242491387228,9949.19249109998,32989.88464888678,38151.050212945804,38134.654791368026,2141.012567311107,1062.3085728666633,1078.7039944444437,2402.0429907486305,6284.504158333335
2025-07-12,1216.344075,1200.0,22738.364088210757,23599.615174757273,1.4352963262354023e-15,430.6255432732599,430.6255432732599,2983.9078832512705,27014.148601281806,40157.80735314814,41300.61312619259,1142.8057730444455,1142.8057730444455,9.473903143468002e-15,759.9522431250045,8491.302393333333
2025-07-13,1200.0,1839.6173237366254,61577.481701758814,55583.092656125795,2997.194522816508,0.0,2997.194522816508,166.68146725083466,58746.968646193134,84107.63498925926,75993.53719048697,8114.09779877228,0.0,8114.09779877228,44.563010000000226,2166.39810525378
2025-07-14,1839.6173237366254,1820.6011279444456,56918.276244530505,56939.755858029814,711.161608189619,721.9014149392668,1433.0630231288858,449.17752296250023,58821.9964041212,78419.35033584475,77187.24848388317,4362.78069537724,1565.3394217078287,2797.441273669411,53.41657416666669,1756.1754865397797
