date,e0,e_end,plan_cost,em_cost,total_cost,plan_kWh,em_kWh,curt_kWh
2025-08-26,1674.8003365740747,2168.6848238796306,55128.26634746512,155.23428179833547,55283.50062926346,76541.94017235597,18.402771666666922,6745.615226399181
2025-08-27,2168.6848238796306,1959.399107092592,54957.67734211888,132.13549926875015,55089.812841387626,75992.9676879218,16.115695833333348,4355.085365545268
2025-08-28,1959.399107092592,2089.8344588425957,55370.99403677147,507.6918409037502,55878.68587767523,76225.55122865226,60.03828916666669,1364.0746445781956
2025-08-29,2089.8344588425957,2257.966111249998,23670.80312580262,0.0,23670.80312580262,42185.55546481481,0.0,16755.803685781895
2025-08-30,2257.966111249998,1787.255301175925,23665.026381890017,0.0,23665.026381890017,41601.404967047325,0.0,21224.319676419753
2025-08-31,1787.255301175925,2233.234470259261,55160.93834611158,291.18624258833484,55452.12458869992,77403.69461965021,35.074114166666845,6524.977539882135
2025-09-01,2233.234470259261,5711.779254175925,49321.55958824253,0.0,49321.55958824253,76367.247793179,0.0,15898.322054413593
2025-09-02,5711.779254175925,4731.824130601854,44622.30284943657,0.0,44622.30284943657,68092.34500291862,0.0,11573.907252397126
2025-09-03,4731.824130601854,3599.567154972223,43867.27758721156,0.0,43867.27758721156,65814.90994012346,0.0,8176.256083631688
2025-09-04,3599.567154972223,2880.9390971944454,41909.9011342096,166.91121498999996,42076.8123491996,64723.86870958848,24.043678333333332,8002.14849674898
2025-09-05,2880.9390971944454,5833.739424583331,20246.220713442322,0.0,20246.220713442322,40867.63561487653,0.0,28600.646877191357
2025-09-06,5833.739424583331,5094.776126046298,17739.988016538966,0.0,17739.988016538966,34991.352987875,0.0,25663.65816320421
2025-09-07,5094.776126046298,1973.069958527778,38301.70649545786,0.0,38301.70649545786,59272.834391430035,0.0,3903.9992454423973
2025-09-08,1973.069958527778,1352.287995481482,40794.652350130884,5975.939792614327,46770.59214274521,62722.992026615226,926.101460973358,1124.563313549383
2025-09-09,1352.287995481482,1647.5757690462963,41348.85098612585,1092.4579885139412,42441.30897463979,65056.65611186214,160.6617072583357,8034.567359176961
2025-09-10,1647.5757690462963,1474.9402706111111,42044.81015103541,5618.057940746883,47662.86809178229,64748.64210066872,957.1795155999913,514.8617584567925
2025-09-11,1474.9402706111111,1969.9034917314814,42512.59292547867,40.54962583333365,42553.142551312005,67316.1845654218,6.071666666666715,9427.544260092587
2025-09-12,1969.9034917314814,4413.91636967592,17846.62967812689,0.0,17846.62967812689,37213.10782934156,0.0,20548.397241388888
2025-09-13,4413.91636967592,3426.2185483518524,15465.602302607967,0.0,15465.602302607967,32221.265641131693,0.0,22830.3767500823
2025-09-14,3426.2185483518524,1572.4079854629624,41712.56544921377,0.0,41712.56544921377,63694.46695374486,0.0,1764.447798353921
2025-09-15,1572.4079854629624,1887.3821775648141,42332.099069104224,7.876615533333644,42339.97568463756,65595.27059228395,1.1717666666667128,6239.601525421816
2025-09-16,1887.3821775648141,1405.81818199074,42863.86789650406,55.52179820000043,42919.38969470406,65606.43482186215,8.238266666666732,2814.497550720169
2025-09-17,1405.81818199074,1810.4757015092612,43499.27175733584,38.1954229166675,43537.467180252504,66965.46758402263,7.629166666666833,2576.590491347734
2025-09-18,1810.4757015092612,1854.0384617499956,43504.800891630206,17.516005699999848,43522.31689733021,68360.65864105966,2.4633999999999787,5433.288681810701
2025-09-19,1854.0384617499956,2301.3072824166634,15228.489859395777,0.0,15228.489859395777,32926.43758128601,0.0,13569.77622792181
2025-09-20,2301.3072824166634,2125.567301305554,14522.687405855871,0.0,14522.687405855871,32395.08828855967,0.0,14082.143649300415
2025-09-21,2125.567301305554,1944.034555222226,45745.61367300634,58.02559500000035,45803.639268006336,69762.24324300411,8.44500000000005,8120.030951502054
2025-09-22,1944.034555222226,1888.413868592592,45743.0582017971,0.0,45743.0582017971,69340.73519876543,0.0,5025.6574054115235
2025-09-23,1888.413868592592,1624.847717416667,45327.52366491318,488.6516095281031,45816.17527444128,69373.35635089505,86.41213454167078,3677.0481260699617
2025-09-24,1624.847717416667,2105.1297412222225,45562.704419148045,0.0,45562.704419148045,69904.49682805555,0.0,4316.797642211934
2025-09-25,2105.1297412222225,1791.7727074537024,44814.46173525893,106.25664583333335,44920.71838109226,69022.7848684362,15.37166666666667,5160.65381459876
2025-09-26,1791.7727074537024,2238.535549916668,15191.152095680927,0.0,15191.152095680927,33782.249636975306,0.0,12867.580087654324
2025-09-27,2238.535549916668,1381.175840972222,15325.03517487043,213.72268425027664,15538.757859120708,33021.170539372426,36.70004022499813,13183.33641400206
2025-09-28,1381.175840972222,2038.6993868888899,47098.51043030653,0.0,47098.51043030653,71704.58294351852,0.0,3457.690177901236
2025-09-29,2038.6993868888899,1772.9099914907429,46877.402553280204,142.85538336666704,47020.25793664687,71627.4460129218,26.015016666666725,5149.049173539101
2025-09-30,1772.9099914907429,1774.348144629626,47115.629279103145,209.13543670000087,47324.76471580315,72321.39998307612,31.411150000000134,2649.8935131584312
2025-10-01,1774.348144629626,4241.814991907408,45072.054546720734,0.0,45072.054546720734,72668.7212951646,0.0,16928.396108631692
2025-10-02,4241.814991907408,3749.6898817222254,41772.2663175511,0.0,41772.2663175511,66614.04007916666,0.0,11868.957817716053
2025-10-03,3749.6898817222254,4295.3811373425915,13989.34066328632,0.0,13989.34066328632,31749.770170370364,0.0,20824.164998096705
2025-10-04,4295.3811373425915,3297.135361879631,13438.576879583463,0.0,13438.576879583463,30105.28500835391,0.0,15413.623824506169
2025-10-05,3297.135361879631,2909.027705185183,39701.19421104103,0.0,39701.19421104103,62483.63273170781,0.0,4489.687207469135
2025-10-06,2909.027705185183,2025.604479731483,40534.770293033056,0.0,40534.770293033056,63244.27808932099,0.0,2661.019783405362
2025-10-07,2025.604479731483,1827.2021045185197,40376.36520741026,0.0,40376.36520741026,64895.84121893004,0.0,3362.4020398251055
2025-10-08,1827.2021045185197,1821.509136574073,41383.136356439485,0.0,41383.136356439485,66141.24165124485,0.0,5794.391040051445
2025-10-09,1821.509136574073,1816.8694836759314,40803.814427558784,0.0,40803.814427558784,65468.860130257206,0.0,5778.479732006177
2025-10-10,1816.8694836759314,2954.0734578148154,13866.915671888777,0.0,13866.915671888777,32822.020046851845,0.0,19445.58603269548
2025-10-11,2954.0734578148154,2205.523389925928,13251.456459721569,0.0,13251.456459721569,31122.37740443416,0.0,14921.151109238688
2025-10-12,2205.523389925928,1393.7651822962973,40353.234008443294,105.12059016666669,40458.35459860996,64856.78300139917,20.929933333333338,3279.3206334053525
2025-10-13,1393.7651822962973,1638.6945072592587,41620.375940021244,0.0,41620.375940021244,66298.78787384773,0.0,4990.362088559668
2025-10-14,1638.6945072592587,1609.621694712963,41964.14532035329,0.0,41964.14532035329,66472.7269277469,0.0,1520.1487017798347
2025-10-15,1609.621694712963,1947.8883701203738,43048.94184440538,0.0,43048.94184440538,68051.43067769546,0.0,1771.9113375823076
2025-10-16,1947.8883701203738,1826.7157882592599,43276.12294163963,6488.757539429048,49764.88048106868,68284.4430930144,994.5811811249946,2313.748678806584
2025-10-17,1826.7157882592599,1707.1084233518504,13424.753335450368,0.0,13424.753335450368,32372.205848096703,0.0,13533.958661604942
2025-10-18,1707.1084233518504,1950.8617387407394,13695.557867591671,0.0,13695.557867591671,32797.4324966358,0.0,13527.859198796301
2025-10-19,1950.8617387407394,1353.5651606666672,45527.81065168567,1395.2924958793028,46923.10314756497,70902.1460039712,212.97717170833442,3679.548232674906
2025-10-20,1353.5651606666672,1453.7651346481487,45820.20794003179,2802.0834114807203,48622.29135151251,71938.39805736626,527.6638814583315,3703.6434438888814
2025-10-21,1453.7651346481487,1776.6067484722212,46512.966784162985,891.6149401791486,47404.58172434213,72189.29268822016,171.0193791666633,1187.362023837449
2025-10-22,1776.6067484722212,1675.1680476759266,47204.08901566612,2426.483870052593,49630.57288571871,73311.81428442386,461.3705639166684,4083.6856448045264
2025-10-23,1675.1680476759266,2136.399430768518,47319.063724669744,0.0,47319.063724669744,74334.88043755144,0.0,6367.623425318933
2025-10-24,2136.399430768518,1546.5927352685187,13679.145912910888,53.3274420154376,13732.473354926326,32693.513560298354,12.751659974997034,11735.288516892997
2025-10-25,1546.5927352685187,1559.1736084814822,14411.879508655034,0.0,14411.879508655034,33612.43572717078,0.0,11117.55563562757
2025-10-26,1559.1736084814822,1862.3521475648142,47714.73945849185,0.0,47714.73945849185,73835.09461906378,0.0,4981.688919866262
2025-10-27,1862.3521475648142,1399.3314216111112,46703.87004259508,107.66214910092124,46811.532191696,73048.65971920782,20.378945233336708,5829.042354660494
2025-10-28,1399.3314216111112,1723.0834572685173,47426.41036120227,0.0,47426.41036120227,73294.69929348765,0.0,2733.841090041159
2025-10-29,1723.0834572685173,1414.4462320370371,48056.32700000347,4145.775441970646,52202.102441974115,73515.4870580247,692.7706066916586,862.4467165946537
2025-10-30,1414.4462320370371,1881.550760851855,49612.447713781796,17.35516752666676,49629.80288130846,75304.74711941357,3.4856733333333523,5901.2526414094755
2025-10-31,1881.550760851855,1903.3431873703707,14448.39391675433,0.0,14448.39391675433,34199.864461131685,0.0,6978.341342932106
2025-11-01,1903.3431873703707,1961.1494585555588,14305.09851227674,0.0,14305.09851227674,34370.28770349794,0.0,8482.808124835392
2025-11-02,1961.1494585555588,1585.0235051666677,50741.39234508601,0.0,50741.39234508601,77058.86718340534,0.0,4222.622971059671
2025-11-03,1585.0235051666677,1731.053203175928,51284.66799648441,0.0,51284.66799648441,77211.88502624535,0.0,3452.401753292174
2025-11-04,1731.053203175928,1539.061724222222,51419.658792810325,160.2600788250001,51579.918871635324,78034.10866836007,33.59955000000002,6614.284130432105
2025-11-05,1539.061724222222,1853.7700657314824,51848.33057975042,15.867291266667005,51864.19787101709,77725.72400624485,3.2276833333334025,3430.0021479732573
2025-11-06,1853.7700657314824,1771.5918989351833,52425.87799148146,2082.9218652322234,54508.79985671368,77907.95010605967,391.1484704499997,2675.6013741872484
2025-11-07,1771.5918989351833,1889.2985087129632,14854.35394000925,0.0,14854.35394000925,35021.32605537037,0.0,8189.647174701651
2025-11-08,1889.2985087129632,1949.335181574077,15021.814214422036,0.0,15021.814214422036,35115.72620573045,0.0,8075.713878436212
2025-11-09,1949.335181574077,1740.278745824078,53009.812248453214,0.0,53009.812248453214,78788.56916159825,0.0,3460.5037824418696
2025-11-10,1740.278745824078,1494.8464127685195,54446.091421668745,588.3872131396871,55034.47863480843,79484.27942991769,91.04637727499994,1686.6002219032944
2025-11-11,1494.8464127685195,1699.4755270925957,54231.23770912284,10.46965500000034,54241.70736412284,80402.00963674279,2.0516666666667334,4543.667694279838
2025-11-12,1699.4755270925957,1977.0698235740747,54600.03084098464,60.579686666667136,54660.610527651304,80744.08099610853,11.773333333333426,5406.754594094649
2025-11-13,1977.0698235740747,2023.1368464444488,55910.60719816899,10.126051133333377,55920.73324930232,80794.5888951466,2.010533333333342,4445.401091779838
2025-11-14,2023.1368464444488,1972.6005905000052,15182.834135730272,0.0,15182.834135730272,35731.631933374476,0.0,4887.085441111112
2025-11-15,1972.6005905000052,1723.8500320000005,15534.986540462589,0.0,15534.986540462589,35658.882765493814,0.0,4325.582076995885
2025-11-16,1723.8500320000005,1707.5820640740726,56240.6818159021,0.0,56240.6818159021,81650.00251805555,0.0,3086.0937861419807
2025-11-17,1707.5820640740726,2020.2125180277799,56470.29382707301,0.0,56470.29382707301,82302.85409797324,0.0,5263.680137520576
2025-11-18,2020.2125180277799,1786.1919388981512,57032.94075380493,0.0,57032.94075380493,81970.03193108024,0.0,3423.302470627579
2025-11-19,1786.1919388981512,1540.0393346851836,57953.06819097253,0.0,57953.06819097253,82637.0055034465,0.0,3391.9788816358086
2025-11-20,1540.0393346851836,1853.2504122407424,57452.8616532805,0.0,57452.8616532805,83305.18848951645,0.0,4223.713408323052
2025-11-21,1853.2504122407424,2018.7420137314812,15953.007135024614,0.0,15953.007135024614,36571.01651885802,0.0,4124.385912438276
2025-11-22,2018.7420137314812,1641.480749842593,15900.921938080337,0.0,15900.921938080337,36558.82379563786,0.0,3266.684089516466
2025-11-23,1641.480749842593,1732.5826712777803,57997.18386569526,0.0,57997.18386569526,83602.22031767489,0.0,4136.603816944442
2025-11-24,1732.5826712777803,1589.7022790555566,58115.91450607414,99.52995899999979,58215.44446507414,83770.29807864968,18.83966666666663,5938.155631430044
2025-11-25,1589.7022790555566,1853.874203333333,57671.653931060966,0.0,57671.653931060966,83756.73636077438,0.0,3274.4145322428035
2025-11-26,1853.874203333333,2063.9623823055567,58630.263839044266,157.03019256916716,58787.29403161343,83771.03874092406,29.14984083333343,2739.345154629637
2025-11-27,2063.9623823055567,1928.0318857037048,58861.50599381695,0.0,58861.50599381695,83858.15575243827,0.0,4277.641044166671
2025-11-28,1928.0318857037048,1954.1036411296361,16005.344309092041,0.0,16005.344309092041,38014.81959917696,0.0,3532.3664490946617
2025-11-29,1954.1036411296361,1643.275749824075,16435.96270838931,0.0,16435.96270838931,38665.23542331274,0.0,522.4788673045219
2025-11-30,1643.275749824075,1633.2832120462976,61025.16936828727,0.0,61025.16936828727,86198.57024991768,0.0,1738.192435493822
2025-12-01,1633.2832120462976,1239.7510156388894,65311.320252130514,26645.241511007112,91956.56176313762,86938.0377780041,3994.7877475583355,842.2631725000011
2025-12-02,1239.7510156388894,1292.6786911574077,68203.61504761958,20496.62227789656,88700.23732551614,90255.17763656378,2985.98029475834,252.33483250000006
2025-12-03,1292.6786911574077,1812.7091642499981,71017.35960603954,33.282611374999114,71050.64221741454,93677.04497462962,4.642249999999876,1500.044220216043
2025-12-04,1812.7091642499981,1814.8193379351826,71601.82004602003,331.06117347999947,71932.88121950004,94981.76988198559,46.62633666666659,3751.5402478189317
2025-12-05,1814.8193379351826,1406.9570333148147,19345.099819116578,11124.494030876009,30469.593849992587,42941.910835473245,1933.9463182999998,199.99259666666683
2025-12-06,1406.9570333148147,1249.5311530462964,21016.65128665392,8405.900699077703,29422.551985731625,45917.006727026754,1486.475099841663,67.43647583333393
2025-12-07,1249.5311530462964,1589.954001296295,74532.67097616527,0.0,74532.67097616527,98345.98655967077,0.0,6163.267987448564
2025-12-08,1589.954001296295,1944.563888370371,74497.07874971606,0.0,74497.07874971606,98035.42822675926,0.0,5531.151419176958
2025-12-09,1944.563888370371,1705.5227252500013,73608.80990272104,131.78457600000146,73740.59447872105,97933.27417967079,17.828000000000202,6409.914370185191
2025-12-10,1705.5227252500013,1855.015969583333,75014.47619921758,0.0,75014.47619921758,98260.19189017489,0.0,5476.392123096712
2025-12-11,1855.015969583333,2124.2944866018543,72686.68304129256,0.0,72686.68304129256,97738.53622240739,0.0,7226.191805030868
2025-12-12,2124.2944866018543,1943.7664488703758,21788.6051796174,0.0,21788.6051796174,47668.47961487654,0.0,149.58808416666704
2025-12-13,1943.7664488703758,1914.1723557592588,23364.63763555514,0.0,23364.63763555514,50223.78109615225,0.0,2549.3295366666625
2025-12-14,1914.1723557592588,1690.8410890092564,75494.6438029277,0.0,75494.6438029277,98497.23119875515,0.0,5592.796483230459
2025-12-15,1690.8410890092564,1879.8443581481479,75716.12830648343,0.0,75716.12830648343,98845.57050298354,0.0,4789.314400349796
2025-12-16,1879.8443581481479,1714.5018894444477,75622.69207113856,0.0,75622.69207113856,99269.55947907406,0.0,5695.205228683137
2025-12-17,1714.5018894444477,1921.6252973981495,76093.17350898811,0.0,76093.17350898811,99391.61061125514,0.0,6810.433189567901
2025-12-18,1921.6252973981495,2079.978118453706,74728.9358889671,0.0,74728.9358889671,99010.77230138888,0.0,7083.206504629628
2025-12-19,2079.978118453706,1920.3285419166646,24376.013348404555,0.0,24376.013348404555,52359.216027716044,0.0,5946.418132654319
2025-12-20,1920.3285419166646,1853.0696462314845,24227.526351020468,0.0,24227.526351020468,52268.977751111124,0.0,5712.092212644038
2025-12-21,1853.0696462314845,1767.9994624907406,74498.71655309852,0.0,74498.71655309852,98282.74762400205,0.0,4980.765815504115
2025-12-22,1767.9994624907406,1620.3905469074061,75900.62565279804,0.0,75900.62565279804,98671.6936136214,0.0,5495.82381938272
2025-12-23,1620.3905469074061,1834.674303861112,75286.05121802869,0.0,75286.05121802869,99125.54114238682,0.0,7337.185581399179
2025-12-24,1834.674303861112,1804.8183645370393,74383.3195349914,0.0,74383.3195349914,98385.88030764402,0.0,6247.013219681061
2025-12-25,1804.8183645370393,2062.012121944445,74667.49768399245,0.0,74667.49768399245,98253.30197496913,0.0,5913.897605534978
2025-12-26,2062.012121944445,2353.070733074078,23928.85324437634,0.0,23928.85324437634,51639.3807536214,0.0,4542.481711316874
2025-12-27,2353.070733074078,1967.4683690555546,23340.259547647853,0.0,23340.259547647853,51313.57155762345,0.0,4664.878062448558
2025-12-28,1967.4683690555546,2099.846953685185,74158.19550547493,63.22227558000041,74221.41778105493,98265.06490604937,8.377140000000054,7147.648193765433
2025-12-29,2099.846953685185,1571.5588939351858,73712.77838658076,0.0,73712.77838658076,97640.54634396092,0.0,6462.791691728395
2025-12-30,1571.5588939351858,1823.3071156574088,73109.22002194903,0.0,73109.22002194903,97916.9785136831,0.0,7144.1473150102875
2025-12-31,1823.3071156574088,1529.7766516759234,72925.80092881499,0.0,72925.80092881499,96859.67945349794,0.0,3963.760910216043
