date,slot,P_plan_kW,P_adj_kW,P_ch_kW,P_dis_kW,P_em_kW,P_curt_kW,E_kWh,load_forecast_kW,pv_forecast_kW,load_actual_kW,pv_actual_kW,price
2025-02-01,34,0.0,0.0,0.0,3187.087,0.0,0.0,10800.0,3356.571806666667,0.0,3187.3644,0.2774,0.5708
2025-02-01,35,0.0,0.0,0.0,3065.9,0.0,0.0,10209.798703703704,3242.342,0.0,3065.9,0.0,0.9099
2025-02-01,36,0.0,0.0,0.0,3211.1230999999993,0.0,0.0,9642.039444444445,3388.8044166666673,58.636433333333336,3211.1231,0.0,0.9368
2025-02-01,37,0.0,0.0,0.0,3200.132,0.0,0.0,9047.387018518519,3381.3137549999997,117.27286666666667,3203.9961,3.8641,0.8758
2025-02-01,38,0.0,0.0,0.0,3027.12,0.0,0.0,8454.769981481482,3286.225666666667,175.9093,3027.12,0.0,0.8759
2025-02-01,39,0.0,0.0,0.0,3117.3221,0.0,0.0,7894.192203703705,3347.492615,234.54573333333335,3117.3221,0.0,0.8601
2025-02-01,40,0.0,0.0,0.0,3308.8804999999998,0.0,0.0,7316.910333333334,3586.9813400000003,293.18216666666666,3398.49,89.6095,0.8442
2025-02-01,41,0.0,0.0,0.0,3312.25,0.0,0.0,6704.154685185186,3882.3815,351.8186,3652.75,340.5,0.8334
2025-02-01,42,0.0,0.0,0.0,3087.348299999999,0.0,0.0,6090.775055555557,3880.035005,635.6975166666666,3703.2843,615.936,0.8092
2025-02-01,43,0.0,0.0,0.0,2687.4512999999997,0.0,0.0,5519.04388888889,3868.198165,919.5764333333332,3572.3788,884.9275,0.7972
2025-02-01,44,0.0,0.0,0.0,2336.545,0.0,0.0,5021.367722222224,3943.256125,1203.45535,3477.22,1140.675,0.7644
2025-02-01,45,0.0,0.0,0.0,2265.9224999999997,0.0,0.0,4588.674203703706,3987.9231000000004,1487.3342666666665,3654.0022,1388.0797,0.6899
2025-02-01,46,0.0,0.0,0.0,2166.9681,0.0,0.0,4169.058925925928,3896.2545500000006,1771.213183333333,3841.4201,1674.452,0.86
2025-02-01,47,0.0,0.0,0.0,1799.5375,0.0,0.0,3767.768537037039,3802.3261249999996,2055.0921,3803.65,2004.1125,1.1617
2025-02-01,48,0.0,0.0,0.0,1213.3574000000003,0.0,0.0,3434.520851851854,3773.09855,2352.72115,3545.4639,2332.1065,1.1683
2025-02-01,49,0.0,0.0,0.0,778.7556,0.0,0.0,3209.8250370370392,3805.51688,2650.3502,3411.349,2632.5934,1.0956
2025-02-01,50,0.0,0.0,0.0,517.7075,0.0,0.0,3065.6110370370393,3773.1859999999997,2947.97925,3445.37,2927.6625,1.0849
2025-02-01,51,0.0,0.0,0.0,215.81489999999982,0.0,0.0,2969.73927777778,3812.7449499999993,3245.6083,3467.1139,3251.299,1.061
2025-02-01,52,0.0,0.0,0.0,374.7235999999998,0.0,0.0,2929.773555555558,4080.4708349999996,3543.23735,3894.4802,3519.7566,1.043
2025-02-01,53,0.0,0.0,0.0,691.0600000000004,0.0,0.0,2860.3802962962986,4458.1158749999995,3840.8664,4422.76,3731.7,1.036
2025-02-01,54,0.0,0.0,0.0,274.94469999999956,0.0,0.0,2732.4062222222246,4508.64399,4170.3611,4267.5205,3992.5758,1.0147
2025-02-01,55,0.0,0.0,188.16300000000047,0.0,0.0,0.0,2681.4905370370398,4512.710253333334,4499.8558,4190.1702,4378.3332,0.9922
2025-02-01,56,0.0,0.0,370.2049999999999,0.0,0.0,0.0,2709.71498703704,4510.41275,4829.3505000000005,4418.32,4788.525,0.97
2025-02-01,57,0.0,0.0,630.6486999999997,0.0,0.0,0.0,2765.24573703704,4482.01409,5158.8452,4399.2754,5029.9241,0.9422
2025-02-01,58,0.0,0.0,1021.1835,0.0,0.0,0.0,2859.8430420370396,4451.2020200000015,5488.3399,4182.7342,5203.9177,0.9569
2025-02-01,59,0.0,0.0,1292.5825,0.0,0.0,0.0,3013.0205670370397,4374.1355,5817.8346,4071.53,5364.1125,0.9977
2025-02-01,60,0.0,0.0,1202.5058,0.0,0.0,0.0,3206.9079420370394,4349.930025,6022.6296,4268.5932,5471.099,0.9919
2025-02-01,61,0.0,0.0,1361.5211,0.0,0.0,0.0,3387.2838120370393,4407.942725000001,6227.4246,4240.2423,5601.7634,0.9588
2025-02-01,62,0.0,0.0,1753.3525,0.0,0.0,0.0,3591.5119770370393,4453.824,6432.2196,4001.96,5755.3125,0.9549
2025-02-01,63,0.0,0.0,1806.5264000000002,0.0,0.0,0.0,3854.5148520370394,4384.710240000001,6637.0145999999995,4072.3226,5878.849,0.9839
2025-02-01,64,0.0,0.0,2059.3044000000004,0.0,0.0,0.0,4125.49381203704,4337.81635,6841.8096,4068.783,6128.0874,0.799
2025-02-01,65,0.0,0.0,2444.0999999999995,0.0,0.0,0.0,4434.38947203704,4288.137124999999,7046.6046,3917.55,6361.65,0.5025
2025-02-01,66,0.0,0.0,2330.9008,0.0,0.0,0.0,4801.00447203704,4338.872969999999,6993.817083333333,3946.1661,6277.0669,0.4662
2025-02-01,67,0.0,0.0,2371.4404,0.0,0.0,0.0,5150.63959203704,4298.852624999999,6941.029566666666,3936.6103,6308.0507,0.5007
2025-02-01,68,0.0,0.0,2667.165,0.0,0.0,0.0,5506.355652037039,4129.979,6888.24205,3927.21,6594.375,0.4827
2025-02-01,69,0.0,0.0,2664.6426,0.0,0.0,0.0,5906.430402037039,4174.5818500000005,6835.4545333333335,4153.2513,6817.8939,0.4785
2025-02-01,70,0.0,0.0,2689.604,0.0,0.0,0.0,6306.126792037039,4284.136084999999,6782.667016666666,4080.8969,6770.5009,0.4662
2025-02-01,71,0.0,0.0,2763.7375,0.0,0.0,0.0,6709.567392037039,4289.683999999999,6729.8795,3840.2,6603.9375,0.4432
2025-02-01,72,0.0,0.0,2571.8509,0.0,0.0,0.0,7124.128017037039,4303.406788333334,6615.19355,4061.0483,6632.8992,0.4411
2025-02-01,73,0.0,0.0,2558.3236,0.0,0.0,0.0,7509.9056520370395,4219.8550000000005,6500.5076,3978.5628,6536.8864,0.4551
2025-02-01,74,0.0,0.0,2750.3450000000003,0.0,0.0,0.0,7893.654192037039,4143.810625,6385.82165,3564.13,6314.475,0.4463
2025-02-01,75,2677.69016,0.0,2705.9015999999997,0.0,0.0,0.0,8306.205942037039,3948.82586,6271.1357,3606.685,6312.5866,0.4113
2025-02-01,76,0.0,1.5571879256290896e-13,2553.9263,0.0,0.0,0.0,8712.091182037038,4134.642745,6156.44975,3800.0122,6353.9385,0.5682
2025-02-01,77,0.0,0.0,2481.26,0.0,0.0,0.0,9095.180127037038,4334.388999999999,6041.7638,3832.09,6313.35,0.8279
2025-02-01,78,0.0,0.0,2529.8921,0.0,0.0,0.0,9467.369127037038,4151.890865,5871.586516666666,3716.2454,6246.1375,0.8636
2025-02-01,79,0.0,0.0,2536.3465999999994,0.0,0.0,0.0,9846.852942037038,3819.036729999999,5701.409233333333,3639.0264,6175.373,0.8416
2025-02-01,80,0.0,0.0,2461.6075,0.0,0.0,0.0,10227.304932037037,3869.9899999999993,5531.231949999999,3642.08,6103.6875,0.8618
2025-02-01,81,0.0,0.0,1356.3596197530812,0.0,0.0,998.4946802469187,10596.546057037038,3999.8181949999994,5361.054666666667,3637.91,5992.7643,0.8623
2025-02-01,82,0.0,0.0,0.0,0.0,0.0,1942.2428,10800.0,4077.3615149999996,5190.8773833333335,3749.5633,5691.8061,0.9026
2025-02-01,83,0.0,0.0,0.0,0.0,0.0,1401.255,10800.0,3978.3643749999997,5020.7001,3849.87,5251.125,0.9754
2025-02-01,84,0.0,0.0,0.0,0.0,0.0,1217.4002,10800.0,3875.091389999999,4729.312983333333,3676.3403,4893.7405,1.0002
2025-02-01,85,0.0,0.0,0.0,0.0,0.0,997.6129000000001,10800.0,3712.3123266666676,4437.9258666666665,3619.6065,4617.2194,0.9978
2025-02-01,86,0.0,0.0,0.0,0.0,0.0,699.5299999999997,10800.0,3757.5940000000005,4146.53875,3664.87,4364.4,1.0271
2025-02-01,87,0.0,0.0,0.0,0.0,0.0,674.6659000000004,10800.0,3695.0413599999997,3855.151633333333,3429.7385,4104.4044,1.0906
2025-02-01,88,0.0,0.0,0.0,0.0,0.0,562.6034,10800.0,3715.1839750000004,3563.764516666666,3327.5652,3890.1686,0.9376
2025-02-01,89,365.31622500000003,3.5665249999997286,0.0,0.0,0.0,218.37652499999967,10800.0,3637.693625,3272.3774,3473.54,3688.35,0.6694
2025-02-01,90,882.7493112139886,292.6473749999991,0.0,0.0,0.0,122.07247499999949,10800.0,3641.1040749999993,2945.2923666666666,3562.932,3392.3571,0.66
2025-02-01,91,1060.8169116666668,616.2379449999999,0.0,0.0,0.0,28.633544999999682,10800.0,3679.024245,2618.2073333333333,3620.2202,3032.6158,0.7217
2025-02-01,92,1383.0724499999997,897.0788499999999,0.0,51.02615000000014,0.0,0.0,10800.0,3674.1947499999997,2291.1223,3651.93,2703.825,0.7308
2025-02-01,93,1725.3458916666675,1197.9376583333342,62.99524691358481,0.0,0.0,35.98031141974918,10790.550712962962,3689.383158333334,1964.0372666666665,3580.7319,2481.7698,0.7534
2025-02-01,94,2044.1074016666678,1475.2845350000011,0.0,0.0,0.0,310.456235000001,10800.0,3681.059635000001,1636.9522333333332,3420.6657,2255.8374,0.7823
2025-02-01,95,2247.044925,1636.8074249999997,0.0,0.0,0.0,317.89492499999983,10800.0,3556.912125,1309.8672,3292.5,1973.5875,0.8055
2025-02-01,96,2375.093218333333,1856.4385849999994,0.0,0.0,0.0,218.9884849999994,10800.0,3512.5204349999995,1137.4272166666665,3324.4944,1687.0443,0.8271
2025-02-01,97,2561.794141666667,2134.7223750000003,0.0,0.0,0.0,223.15507500000055,10800.0,3526.7813750000005,964.9872333333333,3354.2164,1442.6491,0.8519
2025-02-01,98,2817.1766249999996,2481.687725,0.0,0.0,0.0,317.2227249999996,10800.0,3609.7238749999997,792.54725,3378.64,1214.175,0.8791
2025-02-01,99,2944.0454483333333,2700.1394149999996,0.0,0.0,0.0,151.53581499999973,10800.0,3564.1527149999997,620.1072666666666,3481.7178,933.1142,0.9024
2025-02-01,100,2714.458926666667,2562.13576,0.0,0.0,0.0,5.496460000000297,10800.0,3162.1262100000004,447.66728333333333,3196.9081,640.2688,0.9163
2025-02-01,101,2478.7413249999995,2418.0010249999996,0.0,0.0,0.0,95.55852499999992,10800.0,2753.9686249999995,275.2273,2680.68,358.2375,0.9264
2025-02-01,102,2539.6626616666663,2489.045745,0.0,16.83075500000041,0.0,0.0,10800.0,2769.018745,229.35608333333334,2601.2611,95.3846,0.9462
2025-02-01,103,2656.201738333334,2615.708205000001,0.0,22.97659499999918,0.0,0.0,10796.883193518519,2839.686605000001,183.48486666666668,2638.6848,0.0,0.9742
2025-02-01,104,2642.59385,2612.2237,0.0,4.596300000000156,0.0,0.0,10792.62826851852,2780.2075,137.61365,2616.82,0.0,0.9862
2025-02-01,105,2660.741601666667,2640.4948350000004,0.0,31.339464999999564,0.0,0.0,10791.777101851852,2752.4840350000004,91.74243333333334,2675.971,4.1367,0.976
2025-02-01,106,925.9203533333343,915.7969700000008,0.0,1723.5588299999988,0.0,0.0,10785.973497222223,2688.3463549999997,45.87121666666667,2639.3558,0.0,1.0742
2025-02-01,107,0.0,0.0,0.0,2570.82,0.0,0.0,10466.795936111112,2756.1595000000007,0.0,2570.82,0.0,1.2313
2025-02-01,108,0.0,0.0,0.0,2724.8103,0.0,0.0,9990.718158333333,2811.537045,0.0,2725.1073,0.297,1.2561
2025-02-01,109,0.0,0.0,0.0,2833.5919,0.0,0.0,9486.123658333334,2836.6470200000003,0.0,2833.5919,0.0,1.2447
2025-02-01,110,0.0,0.0,0.0,2725.01,0.0,0.0,8961.384417592593,2699.5729999999994,0.0,2725.01,0.0,1.2545
2025-02-01,111,0.0,5.9117155615240335e-12,0.0,2510.235799999994,0.0,0.0,8456.752936111112,2697.7153250000006,0.0,2510.2571,0.0213,1.2522
2025-02-01,112,0.0,0.0,0.0,2484.4934,0.0,0.0,7991.894454629632,2809.3183149999995,0.0,2484.4934,0.0,1.2881
2025-02-01,113,0.0,0.0,0.0,2592.83,0.0,0.0,7531.803084259262,2900.7670000000003,0.0,2592.83,0.0,1.3466
2025-02-01,114,0.0,0.0,0.0,2544.0847000000003,0.0,0.0,7051.649380555558,2725.4157600000003,0.0,2544.0862,0.0015,1.3523
2025-02-01,115,0.0,0.0,0.0,2654.4748,0.0,0.0,6580.522584259262,2623.003785,0.0,2654.4748,0.0,1.3445
2025-02-01,116,0.0,0.0,0.0,2902.48,0.0,0.0,6088.953176851855,2679.5550000000003,0.0,2902.48,0.0,1.3483
2025-02-01,117,0.0,0.0,0.0,2887.1068,0.0,0.0,5551.456880555558,2715.8315850000004,0.0,2887.1068,0.0,1.349
2025-02-01,118,0.0,0.0,0.0,2668.5956,0.0,0.0,5016.807473148151,2752.3110549999997,0.0,2668.5956,0.0,1.3473
2025-02-01,119,0.0,0.0,0.0,2508.57,0.0,0.0,4522.62310277778,2887.876,0.0,2508.57,0.0,1.3482
2025-02-01,120,0.0,0.0,0.0,2620.4431,0.0,0.0,4058.07310277778,2874.9592699999994,0.0,2620.4431,0.0,1.3513
2025-02-01,121,0.0,0.0,0.0,2716.1871,0.0,0.0,3572.8058620370393,2835.3820150000006,0.0,2716.1871,0.0,1.34
2025-02-01,122,0.0,0.0,0.0,2699.81,0.0,0.0,3069.8082509259284,2829.3875,0.0,2699.81,0.0,1.3489
2025-02-01,123,0.0,0.0,0.0,2730.4002,0.0,0.0,2569.8434361111135,2816.577385,0.0,2730.4002,0.0,1.3952
2025-02-01,124,0.0,-4.547473508864641e-13,0.0,2724.0742000000005,0.0,0.0,2064.213769444447,2871.4286549999993,0.0,2724.0742,0.0,1.2226
2025-02-01,125,3011.4935000000005,3011.4935000000005,255.06350000000066,0.0,0.0,0.0,1559.7555842592615,3011.4935000000005,0.0,2756.43,0.0,0.9332
2025-02-01,126,2906.44625,2906.44625,0.0,78.07835000000023,0.0,0.0,1598.0151092592616,2906.44625,0.0,2984.5246,0.0,0.9068
2025-02-01,127,2867.16901,2867.16901,0.0,152.52979000000005,0.0,0.0,1583.5561555555578,2867.16901,0.0,3019.6988,0.0,0.9371
2025-02-01,128,2981.6775,2981.6775,116.33749999999962,0.0,0.0,0.0,1555.3098981481503,2981.6775,0.0,2865.34,0.0,0.9371
2025-02-01,129,3012.6799249999995,3012.6799249999995,137.86422499999935,0.0,0.0,0.0,1572.7605231481502,3012.6799249999995,0.0,2874.8157,0.0,0.9871
2025-02-01,130,2781.4005200000006,2781.4005200000006,80.17592000000059,0.0,0.0,0.0,1593.4401568981502,2781.4005200000006,0.0,2701.2246,0.0,0.7764
2025-02-01,131,2489.3,2489.3,136.78999999999996,0.0,0.0,0.0,1605.4665448981502,2489.3,0.0,2352.51,0.0,0.4209
2025-02-01,132,7420.338795,7420.338795,5000.0,0.0,0.0,189.71989500000063,1625.9850448981501,2420.3387949999997,0.0,2230.6189,0.0,0.3859
2025-02-01,133,2555.6319933333334,2555.6319933333334,374.1626933333332,0.0,0.0,0.0,2375.98504489815,2555.6319933333334,0.0,2181.4693,0.0,0.4368
2025-02-01,134,2616.189,2616.189,461.2489999999998,0.0,0.0,0.0,2432.1094488981503,2616.189,0.0,2154.94,0.0,0.4198
2025-02-01,135,2568.811515000001,2568.811515000001,276.507215000001,0.0,0.0,0.0,2501.2967988981504,2568.811515000001,0.0,2292.3043,0.0,0.4186
2025-02-01,136,2457.5173799999993,2457.5173799999993,0.0,45.493120000000545,0.0,0.0,2542.7728811481506,2457.5173799999993,0.0,2503.0105,0.0,0.4241
2025-02-01,137,2446.1470000000004,2446.1470000000004,0.0,144.6329999999998,0.0,0.0,2534.3482292962985,2446.1470000000004,0.0,2590.78,0.0,0.4237
2025-02-01,138,2446.57027,2446.57027,7.780570000000353,0.0,0.0,0.0,2507.56434040741,2446.57027,0.0,2438.7897,0.0,0.4248
2025-02-01,139,2473.14886,2473.14886,67.38965999999982,0.0,0.0,0.0,2508.73142590741,2473.14886,0.0,2405.7592,0.0,0.424
2025-02-01,140,2429.3444999999997,2429.3444999999997,0.0,30.32550000000037,0.0,0.0,2518.83987490741,2429.3444999999997,0.0,2459.67,0.0,0.422
2025-02-01,141,2562.46701,2562.46701,239.0468099999998,0.0,0.0,0.0,2513.2240415740766,2562.46701,0.0,2323.4202,0.0,0.424
2025-02-01,142,2903.37063,2903.37063,175.10972999999967,0.0,0.0,0.0,2549.0810630740766,2903.37063,0.0,2728.2609,0.0,0.4271
2025-02-01,143,3344.504,3344.504,0.0,140.43600000000015,0.0,0.0,2575.3475225740767,3344.504,0.0,3484.94,0.0,0.4276
2025-02-02,0,8497.714820000001,8497.714820000001,4905.730520000001,0.0,0.0,0.0,2549.34085590741,3497.71482,0.0,3591.9843,0.0,0.4248
2025-02-02,1,8543.070263333333,8543.070263333333,5000.0,0.0,0.0,52.663363333333336,3285.20043390741,3543.070263333333,0.0,3490.4069,0.0,0.4245
2025-02-02,2,8624.522,8624.522,5000.0,0.0,0.0,116.96200000000181,4035.20043390741,3624.522,0.0,3507.56,0.0,0.4269
2025-02-02,3,8675.776013333332,8675.776013333332,5000.0,0.0,0.0,159.15881333333186,4785.20043390741,3675.776013333333,0.0,3516.6172,0.0,0.4272
2025-02-02,4,8789.320345,8789.320345,5000.0,0.0,0.0,266.13914500000055,5535.20043390741,3789.3203450000005,0.0,3523.1812,0.0,0.4271
2025-02-02,5,8841.053,8841.053,5000.0,0.0,0.0,264.6129999999994,6285.20043390741,3841.0530000000003,0.0,3576.44,0.0,0.4285
2025-02-02,6,3817.2978700000003,3817.2978700000003,144.96897000000035,0.0,0.0,0.0,7035.20043390741,3817.2978700000003,0.0,3672.3289,0.0,0.4311
2025-02-02,7,8825.22744,8825.22744,5000.0,0.0,0.0,235.28164000000152,7056.945779407411,3825.2274400000006,0.0,3589.9458,0.0,0.4302
2025-02-02,8,8900.446666666667,8900.446666666667,5000.0,0.0,0.0,467.0466666666673,7806.945779407411,3900.4466666666667,0.0,3433.4,0.0,0.4279
2025-02-02,9,3888.5277300000002,3888.5277300000002,338.6113300000002,0.0,0.0,0.0,8556.945779407411,3888.5277300000002,0.0,3549.9164,0.0,0.4312
2025-02-02,10,3890.24207,3890.24207,144.46786999999995,0.0,0.0,0.0,8607.737478907411,3890.24207,0.0,3745.7742,0.0,0.4333
2025-02-02,11,3875.0029999999992,3875.0029999999992,103.01299999999947,0.0,0.0,0.0,8629.40765940741,3875.0029999999992,0.0,3771.99,0.0,0.4311
2025-02-02,12,8859.2228,8859.2228,5000.0,0.0,0.0,264.7781,8644.859609407411,3859.2228,0.0,3594.4447,0.0,0.4293
2025-02-02,13,3936.7876783333336,3936.7876783333336,265.6241783333335,0.0,0.0,0.0,9394.859609407411,3936.7876783333336,0.0,3671.1635,0.0,0.4324
2025-02-02,14,3973.3849999999998,3973.3849999999998,90.55499999999984,0.0,0.0,0.0,9434.703236157411,3973.3849999999998,0.0,3882.83,0.0,0.4367
2025-02-02,15,3932.50147,3932.50147,221.29007000000001,0.0,0.0,0.0,9448.28648615741,3932.50147,0.0,3711.2114,0.0,0.4348
2025-02-02,16,4018.5077650000007,4018.5077650000007,221.45266500000068,0.0,0.0,0.0,9481.47999665741,4018.5077650000007,0.0,3797.0551,0.0,0.4335
2025-02-02,17,4224.4215,4224.4215,127.97150000000056,0.0,0.0,0.0,9514.69789640741,4224.4215,0.0,4096.45,0.0,0.4357
2025-02-02,18,3997.6145300000003,3997.6145300000003,95.86693000000014,0.0,0.0,0.0,9533.89362140741,3997.6145300000003,0.0,3901.7476,0.0,0.4374
2025-02-02,19,3941.17,3941.17,189.4677999999999,0.0,0.0,0.0,9548.273660907409,3941.17,0.0,3751.7022,0.0,0.4371
2025-02-02,20,4107.3386666666665,4107.3386666666665,214.3786666666665,0.0,0.0,0.0,9576.693830907408,4107.3386666666665,0.0,3892.96,0.0,0.4356
2025-02-02,21,4059.3953166666665,4059.3953166666665,55.973516666666455,0.0,0.0,0.0,9608.85063090741,4059.3953166666665,0.0,4003.4218,0.0,0.4353
2025-02-02,22,4043.676415,4043.676415,92.34341499999982,0.0,0.0,0.0,9617.24665840741,4043.676415,0.0,3951.333,0.0,0.436
2025-02-02,23,4186.713500000001,4186.713500000001,360.7835000000009,0.0,0.0,0.0,9631.09817065741,4186.713500000001,0.0,3825.93,0.0,0.4378
2025-02-02,24,4182.52532,4182.52532,362.59781999999996,0.0,0.0,0.0,9685.215695657409,4182.52532,0.0,3819.9275,0.0,0.4401
2025-02-02,25,4229.222489999999,4229.222489999999,353.78248999999914,0.0,0.0,0.0,9739.605368657409,4229.222489999999,0.0,3875.44,0.0,0.4389
2025-02-02,26,4331.481,4331.481,413.6909999999998,0.0,0.0,0.0,9792.672742157409,4331.481,0.0,3917.79,0.0,0.4364
2025-02-02,27,4300.92468,4300.92468,363.3917799999999,0.0,0.0,0.0,9854.726392157409,4300.92468,0.0,3937.5329,0.0,0.4393
2025-02-02,28,4176.230304999999,4176.230304999999,183.90770499999917,0.0,0.0,0.0,9909.235159157408,4176.230304999999,0.0,3992.324,0.0014,0.4422
2025-02-02,29,4102.999500000001,4102.999500000001,16.79950000000099,0.0,0.0,0.0,9936.821314907407,4102.999500000001,0.0,4086.2,0.0,0.4395
2025-02-02,30,4234.1604,4234.1604,88.03579999999965,0.0,0.0,0.0,9939.341239907408,4234.1604,0.0,4146.1246,0.0,0.4333
2025-02-02,31,4392.549180000001,4392.549180000001,317.22938000000113,0.0,0.0,0.0,9952.546609907407,4392.549180000001,0.0,4075.3387,0.0189,0.4439
2025-02-02,32,9361.896,9361.896,5000.0,0.0,0.0,474.21600000000035,10000.131016907408,4361.896000000001,0.0,3887.68,0.0,0.4301
2025-02-02,33,9161.304645,9161.304645,332.4598872839488,0.0,0.0,5027.876557716052,10750.131016907408,4161.304645,0.0,3800.9682,0.0,0.3713
2025-02-02,34,4628.932163333333,4628.932163333333,0.0,0.0,0.0,286.50376333333315,10800.0,4628.932163333333,0.0,4342.6923,0.2639,0.5708
