date,e0,e_end,plan_cost,em_cost,total_cost,plan_kWh,em_kWh,stochastic_obj
2025-02-17,1200.0,1200.0,48539.674600522645,356.0038052303162,48895.67840575296,77937.72289359309,144.41974429166746,48969.10395223897
2025-02-18,1200.0,1200.0,48646.29915524691,0.0,48646.29915524691,78082.94804193804,0.0,49053.970388197515
2025-02-19,1200.0,1200.0,48304.8914929889,2018.5657633383953,50323.457256327296,77892.98463715527,781.963091190881,48758.457739165045
2025-02-20,1200.0,1200.0,47960.377171457876,0.0,47960.377171457876,77312.01274801846,0.0,48146.24947673714
2025-02-21,1200.0,1200.0,17849.062544570457,116.65708676946998,17965.71963133993,34419.08825923919,54.662384103497864,18037.65099417438
2025-02-22,1200.0,1200.0,17572.909005491623,1164.5841881268238,18737.493193618448,33885.834167279834,504.14992594526404,17730.769152309145
2025-02-23,1200.0,1200.0,47355.79952379438,251.59390347590744,47607.39342727029,76704.54053750697,91.08346329166466,48168.52129557323
2025-02-24,1200.0,1200.0,45463.75395133222,205.12790428411495,45668.88185561633,73984.75893184515,48.029922791669044,46202.972815829926
2025-02-25,1200.0,1200.0,46491.13172989125,119.79832555784847,46610.9300554491,75394.8496172896,42.51219691409418,47279.2508584562
2025-02-26,1200.0,1200.0,45407.75126732055,1077.0366194247617,46484.78788674531,73629.4279266302,299.0293045604851,46253.941189799465
2025-02-27,1200.0,1200.0,44460.6157086122,1117.8227258730403,45578.43843448524,72118.99540399278,281.1718308424969,45399.9344031526
2025-02-28,1200.0,1200.0,17223.69916175842,0.0,17223.69916175842,33369.528738908935,0.0,17312.912277573985
2025-03-01,1200.0,1200.0,16964.041873849063,506.9344901206796,17470.97636396974,32797.11608176626,155.26526324538935,17028.317529973323
2025-03-02,1200.0,1200.0,44825.9548073762,13853.464731596452,58679.41953897265,72822.94320660102,4110.695996408225,45530.76157783343
2025-03-03,1200.0,1200.0,43579.16649766156,18538.84438405389,62118.01088171545,71018.4759894038,5591.055380616927,44823.521489005034
2025-03-04,1200.0,1200.0,44855.82976451311,2436.2908144096086,47292.12057892272,72526.13695088218,1100.0346290478856,46633.37564709371
2025-03-05,1200.0,1200.0,46049.183534260956,0.0,46049.183534260956,74483.87704456173,0.0,47249.23766535128
2025-03-06,1200.0,1200.0,44609.92606118509,612.8066586973137,45222.732719882406,72314.84806438065,173.76635198958758,45822.57864340747
2025-03-07,1200.0,1200.0,16791.96197582868,0.0,16791.96197582868,32329.123254812752,0.0,16853.152457163054
2025-03-08,1200.0,1200.0,16598.241099945135,0.0,16598.241099945135,31734.013328012345,0.0,16734.854870235933
2025-03-09,1200.0,1200.0,46111.00137278401,0.0,46111.00137278401,74876.71112251286,0.0,47249.551673461785
2025-03-10,1200.0,1200.0,43879.85599223144,2417.87196926192,46297.72796149336,71369.5182786296,1010.8702421362415,45016.74234673279
2025-03-11,1200.0,1200.0,43602.60038476206,0.0,43602.60038476206,70927.6743555355,0.0,44565.05210517826
2025-03-12,1200.0,1200.0,43859.2791371731,159.88732600523792,44019.166463178335,71180.45383703372,61.49821104166894,44813.678306909715
2025-03-13,1200.0,1200.0,42015.271691734175,8275.225091761586,50290.496783495764,68575.5652714897,3224.477456325609,43249.10633092441
2025-03-14,1200.0,1200.0,15754.007297403508,0.0,15754.007297403508,30496.379505920268,0.0,15866.016905593575
2025-03-15,1200.0,1200.0,15653.906114260248,1774.4287592342898,17428.33487349454,30118.500360450096,752.0522624742828,15824.030094885655
2025-03-16,1200.0,1200.0,43120.945753489475,1.5449343750002758,43122.490687864476,70810.87401084516,0.33958333333339397,44039.90403375295
2025-03-17,1200.0,1200.0,42509.612123399726,0.0,42509.612123399726,69925.21695744342,0.0,43438.068309680355
2025-03-18,1200.0,1200.0,41054.776662616365,1982.1456848481,43036.92234746447,67823.02928274692,574.2180943749942,41979.54950163434
2025-03-19,1200.0,1200.0,41057.20602481781,0.0,41057.20602481781,67501.68494420832,0.0,41957.35141788207
2025-03-20,1200.0,1200.0,41253.745661711924,438.5943999259008,41692.34006163783,67782.72684182445,113.65287912908113,42174.00267345389
2025-03-21,1200.0,1200.0,15226.808607431383,366.4165023096632,15593.225109741046,29549.339411718556,168.90405495833173,15397.552621748573
2025-03-22,1200.0,1200.0,15343.892818096956,0.0,15343.892818096956,29677.993645514856,0.0,15456.6435288882
2025-03-23,1200.0,1200.0,40264.21587975655,0.0,40264.21587975655,66283.2475022447,0.0,41668.26886319891
2025-03-24,1200.0,1200.0,39191.353051047656,0.0,39191.353051047656,64220.81420890586,0.0,39833.46828379068
2025-03-25,1200.0,1200.0,38036.53679646608,6274.811320307528,44311.34811677361,62662.33719702136,2487.585840693316,38798.78580732523
2025-03-26,1200.0,1200.0,37526.94968432142,0.0,37526.94968432142,61982.841553901206,0.0,38290.09736391118
2025-03-27,1200.0,1200.0,38424.22841287598,406.82348107563496,38831.05189395161,63313.52933894526,188.92210964316453,39284.864941833286
2025-03-28,1200.0,1200.0,14482.983174503579,414.9352494804788,14897.918423984058,28458.125891058637,193.66194963991785,14621.581861183167
2025-03-29,1200.0,1200.0,14499.934036714805,250.52268203403918,14750.456718748845,28442.03431430967,87.12459908333355,14658.081120655661
2025-03-30,1200.0,1200.0,37468.36700536574,0.0,37468.36700536574,61915.64845984756,0.0,38336.57484092331
2025-03-31,1200.0,1200.0,37012.609638093454,230.2233940321056,37242.833032125556,60916.99568100825,59.45139808332838,37733.53522883788
2025-04-01,1200.0,1200.0,36871.04862326145,7632.3230357574375,44503.371659018885,60741.2403506657,3330.445333554513,37595.176504896255
2025-04-02,1200.0,1200.0,35825.42967228234,14064.920491492852,49890.35016377519,59284.43144125626,5289.954004440248,36564.42834916843
